subjid,gameid,b,age,set,ha,pha,la,lotnuma,hb,phb,lb,lotnumb,amb,corr,order,trial,payoff,forgone,block,eva,evb,skewa,skewb,dominance,hapwa,lapwa,hapwb,lapwb,Gender,Location,Condition,ShapeA,ShapeB,diffev,predicted_class1,predicted_class2
60004,151,1,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,18,20,21,4,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,1
60004,151,1,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,19,20,27,4,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,1,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,20,20,23,4,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,0,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,21,21,20,5,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,0,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,22,23,20,5,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,1,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,23,20,23,5,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,0,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,24,21,20,5,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,151,0,23,6,27,0.80000001,-37,7,28,0.0099999998,20,3,0,0,2,25,23,20,5,14.2,20.08,0.31596988,9.9667168,1,0.025,0.1,0.0049999999,0.495,1,1,1,3,4,-5.8800001,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,1,6,15,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,2,6,15,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,1
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,3,12,6,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,4,15,6,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,5,6,15,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,6,6,15,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,7,6,15,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,8,15,6,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,9,15,6,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,10,15,41,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,1,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,11,15,6,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,12,15,6,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,13,15,39,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,14,38,15,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,15,38,15,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,1
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,16,40,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,17,37,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,18,6,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,19,15,6,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,20,15,6,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,21,12,6,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,22,15,40,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,23,6,15,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,0,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,24,6,15,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,153,1,23,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,27,25,15,39,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,1,1,1,4,1,4.3500004,0,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,1,0,-1,1,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,0,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,2,-1,-1,1,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,0,1
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,3,-1,-1,1,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,1
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,4,-1,-1,1,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,5,-1,-1,1,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,6,-1,-1,2,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,7,-1,-1,2,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,8,-1,-1,2,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,9,-1,-1,2,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,10,-1,-1,2,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,11,-1,-1,3,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,12,-1,-1,3,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,13,-1,-1,3,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,14,-1,-1,3,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,15,-1,-1,3,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,16,-1,-1,4,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,17,2,-1,4,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,18,-1,-1,4,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,19,-1,-1,4,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,20,-1,-1,4,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,21,-1,-1,5,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,22,-1,-1,5,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,23,-1,-1,5,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,1,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,24,-1,-1,5,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,0,0
60004,156,1,23,6,-1,1.0,-1,1,1,0.2,-1,7,0,0,20,25,-1,-1,5,-1.0,-0.60000002,0.0,2.4227426,1,2.0,0.5,0.0062500001,0.0015625,1,1,1,1,4,-0.39999998,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,1,24,39,1,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,2,24,39,1,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,1
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,3,24,39,1,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,4,24,39,1,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,5,14,24,1,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,6,14,24,2,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,7,24,39,2,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,8,24,39,2,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,9,14,24,2,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,10,39,24,2,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,11,24,39,3,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,12,24,39,3,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,13,24,39,3,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,14,24,39,3,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,15,39,24,3,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,16,39,48,4,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,17,14,24,4,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,18,48,39,4,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,19,14,24,4,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,20,24,14,4,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,21,24,39,5,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,1,0
60004,162,1,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,22,24,39,5,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,1,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,23,39,48,5,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,24,39,24,5,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,162,0,23,6,39,0.60000002,14,1,48,0.25,24,1,0,0,30,25,14,24,5,29.0,30.0,-0.40824831,1.1547005,1,1.2,0.2,0.5,0.375,1,1,1,1,1,-1.0,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,1,25,12,1,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,2,12,25,1,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,1
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,3,12,25,1,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,4,12,25,1,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,5,12,25,1,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,6,25,12,2,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,7,12,25,2,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,8,25,12,2,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,9,25,12,2,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,10,25,12,2,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,11,25,12,3,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,12,25,35,3,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,13,25,12,3,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,14,25,12,3,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,15,25,12,3,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,16,25,12,4,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,17,25,12,4,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,18,25,12,4,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,19,12,25,4,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,1,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,20,35,25,4,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,21,25,12,5,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,22,25,35,5,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,23,25,12,5,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
60004,163,0,23,6,25,1.0,25,1,35,0.2,12,1,0,0,26,24,25,12,5,25.0,16.6,0.0,1.5,1,2.0,0.5,0.40000001,0.40000001,1,1,1,1,1,8.3999996,0,0
